Cấp Lớp,Môn học,Chủ đề,Mức độ khó,Loại Câu Hỏi,Câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng,Lời giải
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 463: Đúng hay Sai: Câu văn 'Bạn Chi rất sách vở' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 464: Số tiếng (âm tiết) của từ 'bài học' ... Số tiếng của từ 'trường'.,<,=,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 465: Sắp xếp chữ cái để tạo thành từ đúng: 'học tập' -> họậcp t là từ gì?,học tậpa,chọc tập,bhọc tập,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 466: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,học tập,lười biếng,ngủ,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 467: Tìm từ trái nghĩa với từ 'kiên trì' trong các từ sau:,Siêng năng,Chịu khó,Cần cù,Lười biếng,Lười biếng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 468: Từ 'nỗ lực' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Trạng từ,Tính từ,Động từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 469: Đúng hay Sai: Câu văn 'Bạn Quân rất thầy cô' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 470: Số tiếng (âm tiết) của từ 'tri thức' ... Số tiếng của từ 'trường'.,<,>,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 471: Sắp xếp chữ cái để tạo thành từ đúng: 'sách vở' -> ávsh cở là từ gì?,bsách vở,sách vởa,csách vở,sách vở,sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 472: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,học tập,lười biếng,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 473: Tìm từ trái nghĩa với từ 'học tập' trong các từ sau:,Một từ khác,Trái nghĩa với học tập,Đồng nghĩa với học tập,Không có,Trái nghĩa với học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 474: Từ 'chăm chỉ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Trạng từ,Động từ,Tính từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 475: Đúng hay Sai: Câu văn 'Bạn Mai rất kiên trì' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 476: Số tiếng (âm tiết) của từ 'nỗ lực' ... Số tiếng của từ 'trường'.,=,<,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 477: Sắp xếp chữ cái để tạo thành từ đúng: 'thầy cô' -> hcytôầ  là từ gì?,thầy cô,cthầy cô,thầy côa,bthầy cô,thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 478: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,phá hoại,ngủ,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 479: Tìm từ trái nghĩa với từ 'sách vở' trong các từ sau:,Không có,Một từ khác,Trái nghĩa với sách vở,Đồng nghĩa với sách vở,Trái nghĩa với sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 480: Từ 'bài học' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Tính từ,Danh từ,Trạng từ,Động từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 481: Đúng hay Sai: Câu văn 'Bạn An rất học tập' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 482: Số tiếng (âm tiết) của từ 'chăm chỉ' ... Số tiếng của từ 'trường'.,<,=,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 483: Sắp xếp chữ cái để tạo thành từ đúng: 'kiên trì' -> tìnrê ki là từ gì?,ckiên trì,kiên trì,bkiên trì,kiên trìa,kiên trì,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 484: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,lười biếng,học tập,ngủ,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 485: Tìm từ trái nghĩa với từ 'thầy cô' trong các từ sau:,Trái nghĩa với thầy cô,Không có,Đồng nghĩa với thầy cô,Một từ khác,Trái nghĩa với thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 486: Từ 'tri thức' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Danh từ,Tính từ,Đại từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 487: Đúng hay Sai: Câu văn 'Bạn Minh rất sách vở' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 488: Số tiếng (âm tiết) của từ 'bài học' ... Số tiếng của từ 'trường'.,<,=,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 489: Sắp xếp chữ cái để tạo thành từ đúng: 'học tập' -> tph ọcậ là từ gì?,chọc tập,bhọc tập,học tậpa,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 490: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,ngủ,học tập,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 491: Tìm từ trái nghĩa với từ 'kiên trì' trong các từ sau:,Lười biếng,Chịu khó,Cần cù,Siêng năng,Lười biếng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 492: Từ 'nỗ lực' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Trạng từ,Tính từ,Danh từ,Động từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 493: Đúng hay Sai: Câu văn 'Bạn Khôi rất thầy cô' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 494: Số tiếng (âm tiết) của từ 'tri thức' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 495: Sắp xếp chữ cái để tạo thành từ đúng: 'sách vở' -> ởscháv  là từ gì?,sách vởa,sách vở,csách vở,bsách vở,sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 496: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,ngủ,học tập,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 497: Tìm từ trái nghĩa với từ 'học tập' trong các từ sau:,Một từ khác,Không có,Trái nghĩa với học tập,Đồng nghĩa với học tập,Trái nghĩa với học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 498: Từ 'chăm chỉ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Tính từ,Trạng từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 499: Đúng hay Sai: Câu văn 'Bạn Phong rất kiên trì' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 500: Số tiếng (âm tiết) của từ 'nỗ lực' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 501: Sắp xếp chữ cái để tạo thành từ đúng: 'thầy cô' -> yầht ôc là từ gì?,cthầy cô,thầy cô,thầy côa,bthầy cô,thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 502: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,lười biếng,học tập,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 503: Tìm từ trái nghĩa với từ 'sách vở' trong các từ sau:,Không có,Đồng nghĩa với sách vở,Trái nghĩa với sách vở,Một từ khác,Trái nghĩa với sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 504: Từ 'bài học' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Tính từ,Động từ,Trạng từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 505: Đúng hay Sai: Câu văn 'Bạn Hà rất học tập' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 506: Số tiếng (âm tiết) của từ 'chăm chỉ' ... Số tiếng của từ 'trường'.,=,>,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 507: Sắp xếp chữ cái để tạo thành từ đúng: 'kiên trì' -> nkìit êr là từ gì?,kiên trì,ckiên trì,bkiên trì,kiên trìa,kiên trì,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 508: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,học tập,lười biếng,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 509: Tìm từ trái nghĩa với từ 'thầy cô' trong các từ sau:,Không có,Trái nghĩa với thầy cô,Đồng nghĩa với thầy cô,Một từ khác,Trái nghĩa với thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 510: Từ 'tri thức' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Đại từ,Danh từ,Tính từ,Động từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 511: Đúng hay Sai: Câu văn 'Bạn Trang rất sách vở' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 512: Số tiếng (âm tiết) của từ 'bài học' ... Số tiếng của từ 'trường'.,<,>,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 513: Sắp xếp chữ cái để tạo thành từ đúng: 'học tập' -> h cpọtậ là từ gì?,bhọc tập,chọc tập,học tập,học tậpa,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 514: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,học tập,ngủ,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 515: Tìm từ trái nghĩa với từ 'kiên trì' trong các từ sau:,Siêng năng,Cần cù,Chịu khó,Lười biếng,Lười biếng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 516: Từ 'nỗ lực' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Danh từ,Tính từ,Trạng từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 517: Đúng hay Sai: Câu văn 'Bạn Hương rất thầy cô' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 518: Số tiếng (âm tiết) của từ 'tri thức' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 519: Sắp xếp chữ cái để tạo thành từ đúng: 'sách vở' -> ởcá vsh là từ gì?,sách vở,sách vởa,bsách vở,csách vở,sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 520: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,phá hoại,lười biếng,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 521: Tìm từ trái nghĩa với từ 'học tập' trong các từ sau:,Không có,Đồng nghĩa với học tập,Một từ khác,Trái nghĩa với học tập,Trái nghĩa với học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 522: Từ 'chăm chỉ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Động từ,Trạng từ,Tính từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 523: Đúng hay Sai: Câu văn 'Bạn Chi rất kiên trì' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 524: Số tiếng (âm tiết) của từ 'nỗ lực' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 525: Sắp xếp chữ cái để tạo thành từ đúng: 'thầy cô' ->  ầôchty là từ gì?,cthầy cô,thầy côa,bthầy cô,thầy cô,thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 526: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,học tập,lười biếng,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 527: Tìm từ trái nghĩa với từ 'sách vở' trong các từ sau:,Không có,Một từ khác,Trái nghĩa với sách vở,Đồng nghĩa với sách vở,Trái nghĩa với sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 528: Từ 'bài học' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Tính từ,Trạng từ,Động từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 529: Đúng hay Sai: Câu văn 'Bạn Quân rất học tập' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 530: Số tiếng (âm tiết) của từ 'chăm chỉ' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 531: Sắp xếp chữ cái để tạo thành từ đúng: 'kiên trì' -> ìikêr tn là từ gì?,kiên trì,ckiên trì,kiên trìa,bkiên trì,kiên trì,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 532: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,ngủ,phá hoại,lười biếng,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 533: Tìm từ trái nghĩa với từ 'thầy cô' trong các từ sau:,Không có,Một từ khác,Trái nghĩa với thầy cô,Đồng nghĩa với thầy cô,Trái nghĩa với thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 534: Từ 'tri thức' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Danh từ,Động từ,Đại từ,Tính từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 535: Đúng hay Sai: Câu văn 'Bạn Mai rất sách vở' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 536: Số tiếng (âm tiết) của từ 'bài học' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 537: Sắp xếp chữ cái để tạo thành từ đúng: 'học tập' -> ọậptc h là từ gì?,bhọc tập,học tậpa,học tập,chọc tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 538: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,ngủ,học tập,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 539: Tìm từ trái nghĩa với từ 'kiên trì' trong các từ sau:,Cần cù,Chịu khó,Siêng năng,Lười biếng,Lười biếng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 540: Từ 'nỗ lực' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Tính từ,Trạng từ,Động từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 541: Đúng hay Sai: Câu văn 'Bạn An rất thầy cô' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 542: Số tiếng (âm tiết) của từ 'tri thức' ... Số tiếng của từ 'trường'.,>,<,=,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 543: Sắp xếp chữ cái để tạo thành từ đúng: 'sách vở' -> sváởch  là từ gì?,sách vở,csách vở,sách vởa,bsách vở,sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 544: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,lười biếng,ngủ,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 545: Tìm từ trái nghĩa với từ 'học tập' trong các từ sau:,Đồng nghĩa với học tập,Không có,Một từ khác,Trái nghĩa với học tập,Trái nghĩa với học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 546: Từ 'chăm chỉ' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Trạng từ,Tính từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 547: Đúng hay Sai: Câu văn 'Bạn Minh rất kiên trì' là một câu miêu tả hoàn chỉnh và có nghĩa.,Đúng,Sai,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 548: Số tiếng (âm tiết) của từ 'nỗ lực' ... Số tiếng của từ 'trường'.,=,<,>,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 549: Sắp xếp chữ cái để tạo thành từ đúng: 'thầy cô' -> ôtầc yh là từ gì?,thầy cô,cthầy cô,bthầy cô,thầy côa,thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 550: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,lười biếng,học tập,ngủ,phá hoại,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 551: Tìm từ trái nghĩa với từ 'sách vở' trong các từ sau:,Đồng nghĩa với sách vở,Trái nghĩa với sách vở,Một từ khác,Không có,Trái nghĩa với sách vở,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 552: Từ 'bài học' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Động từ,Tính từ,Trạng từ,Danh từ,Tính từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 553: Đúng hay Sai: Câu văn 'Bạn Khôi rất học tập' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 554: Số tiếng (âm tiết) của từ 'chăm chỉ' ... Số tiếng của từ 'trường'.,=,>,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 555: Sắp xếp chữ cái để tạo thành từ đúng: 'kiên trì' -> kêt irìn là từ gì?,ckiên trì,kiên trì,bkiên trì,kiên trìa,kiên trì,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,drag_drop,Dựa vào bài học số 556: Kéo từ đúng vào ô: Chúng em cần ra sức [ ] để xây dựng đất nước.,phá hoại,lười biếng,ngủ,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,multiple_choice,Dựa vào bài học số 557: Tìm từ trái nghĩa với từ 'thầy cô' trong các từ sau:,Một từ khác,Đồng nghĩa với thầy cô,Không có,Trái nghĩa với thầy cô,Trái nghĩa với thầy cô,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,fill_blank,"Dựa vào bài học số 558: Từ 'tri thức' là [Từ loại gì]? (Nhập: Danh từ, Động từ hoặc Tính từ).",Tính từ,Động từ,Đại từ,Danh từ,Danh từ,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,hard,true_false,Dựa vào bài học số 559: Đúng hay Sai: Câu văn 'Bạn Phong rất sách vở' là một câu miêu tả hoàn chỉnh và có nghĩa.,Sai,Đúng,,,Đúng,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,easy,comparison,Dựa vào bài học số 560: Số tiếng (âm tiết) của từ 'bài học' ... Số tiếng của từ 'trường'.,>,=,<,,>,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
5,vietnamese,viet3,medium,sequence,Dựa vào bài học số 561: Sắp xếp chữ cái để tạo thành từ đúng: 'học tập' -> ậọthpc  là từ gì?,học tậpa,bhọc tập,chọc tập,học tập,học tập,Ôn luyện Tiếng Việt 5 - Chủ đề Trên con đường học tập
